Time_1s,Driver_ID,LapID,GPS Longitude,GPS Latitude,GPS Bearing,Accelerometer (Total),Accelerometer (X),Accelerometer (Y),Accelerometer (Z),Coolant,RPM,Altitude(GPS),OBD Speed,kff1298,Torque,F_M,AuthorisedClass
417,5,1,-0.299112,51.588758,177.45,0.030193,0.023344,0.474414,0.813761,77,602,46.9,1,1.8943,0,M,No
230,5,1,-0.306377,51.600228,156.62,0.021686,0.071254,0.55841,0.752192,69,1532,48.5,35,1.8989,22.9544,M,No
229,5,1,-0.306437,51.60031,156.51,-0.069073,-0.052701,0.559327,0.641896,69,1488,48.2,35,1.9069,22.9544,M,No
228,5,1,-0.306498,51.600392,155.67,0.063073,0.021407,0.600306,0.776657,69,1477,47.9,35,1.9153,61.2627,M,No
227,5,1,-0.30656,51.60047,155.46,0.053793,0.028236,0.606218,0.76106,69,1505,47.6,34,1.9235,74.9784,M,No
226,5,1,-0.306615,51.600543,158.17,-0.010819,0.069215,0.481244,0.76106,69,1430,47.5,31,1.9314,74.9784,M,No
225,5,1,-0.306657,51.60061,161.46,-0.053998,0.067278,0.476351,0.714169,69,1386,47.5,27,1.9396,36.8806,M,No
224,5,1,-0.306695,51.600667,161.62,-0.069245,-0.044852,0.46371,0.705403,68,1668,47.2,25,1.948,63.7282,M,No
223,5,1,-0.30673,51.60072,157.74,0.044979,0.203058,0.486137,0.802039,68,1733,47.2,21,1.9568,41.208,M,No
222,5,1,-0.306765,51.600765,151.45,-0.12632,0.269419,0.547605,0.524771,68,1455,47.2,19,1.9651,29.2904,M,No
221,5,1,-0.306795,51.6008,154.05,-0.069985,0.223547,0.506626,0.646789,68,1431,47.3,15,1.9737,0,M,No
220,5,1,-0.306813,51.600835,171.95,-0.035713,0.238124,0.369011,0.758104,68,686,47.3,14,1.9822,0,M,No
219,5,1,-0.306812,51.600878,187.36,-0.000968,0.109276,0.294801,0.84791,68,732,47.7,18,1.991,57.9016,M,No
218,5,1,-0.3068,51.600932,191.55,-0.080342,0.146381,0.286952,0.76106,68,823,47.9,21,1.9997,57.9016,M,No
217,5,1,-0.306782,51.600985,194.07,-0.012507,0.149337,0.381651,0.798063,68,1425,48.3,21,2.0089,57.9016,M,No
216,5,1,-0.30676,51.601033,203.67,0.128487,0.038022,0.588685,0.86157,68,1825,48.1,18,2.018,40.8073,M,No
215,5,1,-0.306735,51.601063,217.63,0.039601,0.014577,0.575943,0.764934,68,1680,48.8,15,2.0269,12.8061,M,No
214,5,1,-0.306707,51.601082,234.86,0.011476,0.036086,0.750663,0.576453,68,1459,49.7,9,2.0357,0,M,No
213,5,1,-0.306668,51.601093,246.61,0.06837,0.097554,0.468603,0.85474,68,593,49.9,10,2.0452,0,M,No
212,5,1,-0.306613,51.601107,248.25,-0.086627,0.078084,0.243017,0.776657,68,597,50.1,18,2.0541,0,M,No
211,5,1,-0.306547,51.601127,241.61,-0.090892,0.239144,0.346483,0.705403,68,601,50.4,20,2.0636,0,M,No
210,5,1,-0.306478,51.601148,238.3,0.064549,0.255759,0.468603,0.820591,68,607,50,22,2.0734,0,M,No
209,5,1,-0.306405,51.601172,244.57,0.075027,0.107339,0.46371,0.863507,68,662,49.8,22,2.083,0,M,No
208,5,1,-0.306322,51.601193,249.43,0.046928,0.16789,0.474414,0.817635,68,701,50.1,23,2.0925,0,M,No
207,5,1,-0.30623,51.601213,249.92,0.02478,0.175637,0.508563,0.771764,68,772,49.9,24,2.1024,0,M,No
206,5,1,-0.306132,51.601235,248.63,0.00726,0.161978,0.458818,0.781549,68,1076,50,26,2.1123,20.9538,M,No
418,5,1,-0.299112,51.588753,177.45,0.021797,0.062385,0.50367,0.786442,77,907,46.8,4,2.1134,5.0462,M,No
205,5,1,-0.306025,51.60126,251.53,0.02359,0.091743,0.468603,0.804995,68,1113,49.9,27,2.1219,20.9538,M,No
204,5,1,-0.305917,51.601283,254.7,0.005441,0.067278,0.457798,0.792253,68,1161,49.7,29,2.1318,20.9538,M,No
203,5,1,-0.305808,51.601302,254.41,0.021434,0.10632,0.460754,0.804995,68,1325,49.6,29,2.1423,21.3736,M,No
202,5,1,-0.305702,51.601322,256.53,0.089426,0.025382,0.567176,0.829358,68,1362,49.4,29,2.1524,29.277,M,No
201,5,1,-0.305598,51.601338,253.97,0.017297,0.043833,0.548624,0.755148,68,1422,49.2,27,2.1628,15.1369,M,No
200,5,1,-0.3055,51.601358,250.11,-0.060697,0.055556,0.521305,0.679001,68,1373,49.1,26,2.1726,15.1369,M,No
199,5,1,-0.305408,51.60138,249.37,0.112131,0.096636,0.580836,0.843017,68,1166,48.6,25,2.1836,0,M,No
198,5,1,-0.305313,51.601405,249.3,-0.347479,-0.042915,0.460754,0.359735,68,957,48.5,25,2.194,0,M,No
197,5,1,-0.305213,51.601427,247.74,0.155832,0.123955,0.494903,0.936697,68,1076,49.1,26,2.2048,0,M,No
432,5,1,-0.29928,51.588717,20.31,0.002884,0.021407,0.355352,0.837207,77,712,45.3,7,2.2128,7.7927,M,No
196,5,1,-0.305112,51.601453,247.68,0.017704,0.053619,0.448012,0.811825,68,1114,49.9,27,2.2153,0,M,No
433,5,1,-0.299268,51.588728,18.73,-0.004518,0.018451,0.347503,0.832314,77,618,45,5,2.2164,0,M,No
431,5,1,-0.299295,51.588695,15.66,0.026867,-0.008767,0.359225,0.86157,77,826,45.5,8,2.2177,7.7927,M,No
430,5,1,-0.299302,51.588673,357.27,0.102939,0.002854,0.450051,0.906524,77,977,45.8,9,2.2225,7.7927,M,No
195,5,1,-0.305005,51.60148,247.49,-0.0368,0.088787,0.4158,0.763914,68,1141,49.8,28,2.2266,0,M,No
429,5,1,-0.29929,51.588642,315.18,0.03772,0.085831,0.423649,0.843017,77,1065,45.9,9,2.2276,0,M,No
428,5,1,-0.299268,51.58863,294.63,-0.006806,0.082977,0.456881,0.777574,77,1036,45.8,8,2.2326,30.7645,M,No
194,5,1,-0.304893,51.601507,249.28,0.04301,0.162997,0.330887,0.875229,68,1221,49.8,29,2.2372,28.4437,M,No
427,5,1,-0.299237,51.588622,257.81,-0.090027,0.051682,0.377778,0.725892,77,997,46,9,2.2375,30.7645,M,No
426,5,1,-0.2992,51.588628,245.75,-0.020134,0.224465,0.356269,0.784404,77,1102,46.1,10,2.2425,30.7645,M,No
425,5,1,-0.299163,51.588642,231.03,0.151835,0.082977,0.351376,0.993374,77,1124,46.2,11,2.2475,30.7645,M,No
193,5,1,-0.304775,51.601533,246.86,0.028692,0.098573,0.435372,0.826402,68,1234,50.4,29,2.2481,28.4437,M,No
424,5,1,-0.29914,51.588663,202.73,0.042549,0.220591,0.450051,0.813761,77,1378,46.4,7,2.2524,4.1695,M,No
423,5,1,-0.29913,51.588683,194.24,0.049158,0.059531,0.40999,0.863507,77,597,46.5,6,2.2577,15.3595,M,No
192,5,1,-0.30466,51.601563,246.74,-0.158191,0.144444,0.321101,0.664322,68,1182,50.7,30,2.2599,28.4437,M,No
422,5,1,-0.299125,51.588705,194.64,-0.001506,0.059531,0.397248,0.813761,77,652,46.8,7,2.2628,15.3595,M,No
421,5,1,-0.29912,51.588723,177.45,0.045444,0.002854,0.390418,0.869419,77,680,46.9,7,2.2678,15.3595,M,No
191,5,1,-0.304542,51.601595,244.21,-0.154038,0.132722,0.47737,0.585321,68,1798,50.8,28,2.2712,52.8937,M,No
420,5,1,-0.299118,51.588743,177.45,0.038298,0.030173,0.412946,0.851784,77,922,46.9,8,2.2731,15.3595,M,No
419,5,1,-0.299113,51.58875,177.45,-0.003422,0.047808,0.474414,0.77472,77,1007,46.9,6,2.2783,18.0654,M,No
190,5,1,-0.304427,51.601627,245.58,-0.036173,0.036086,0.494903,0.725892,67,1798,50.6,28,2.2826,52.8937,M,No
189,5,1,-0.304323,51.601655,251.25,0.049497,-0.029256,0.498777,0.822528,67,1859,50.4,28,2.2941,56.1623,M,No
188,5,1,-0.304235,51.601673,252.21,-0.066305,-0.037003,0.561264,0.644852,67,1845,50.1,24,2.3056,43.406,M,No
187,5,1,-0.304165,51.601688,252.77,0.092821,-0.037003,0.637411,0.786442,67,1748,50,14,2.3177,0,M,No
186,5,1,-0.30411,51.601702,249.81,-0.025794,0.018451,0.333843,0.814679,67,677,49.7,14,2.3297,0,M,No
185,5,1,-0.304053,51.601715,246.41,0.176377,0.00683,0.547605,0.940673,67,711,49.8,18,2.3419,0,M,No
184,5,1,-0.303983,51.601735,248.1,0.078269,0.077064,0.298675,0.932824,67,782,49.7,22,2.354,32.2795,M,No
183,5,1,-0.303885,51.601758,247.75,0.018032,0.071254,0.275229,0.877166,67,1144,50.2,28,2.3664,32.2795,M,No
182,5,1,-0.303778,51.601787,248.58,0.16219,0.115189,0.467584,0.957288,67,1179,50.1,29,2.3789,32.2795,M,No
181,5,1,-0.303665,51.601815,249.14,-0.013465,0.071254,0.446075,0.776657,67,1187,50.2,30,2.391,32.2795,M,No
180,5,1,-0.303553,51.601843,249.1,0.013601,0.208868,0.481244,0.766871,67,1460,50.4,29,2.4038,57.3658,M,No
179,5,1,-0.303452,51.60187,249.62,-0.063865,0.075127,0.465647,0.708257,67,1403,50.8,25,2.417,42.9429,M,No
434,5,1,-0.299263,51.58873,24.32,0.064068,-0.031193,0.443221,0.866463,77,581,44.7,3,2.4284,0,M,No
178,5,1,-0.303362,51.601892,249.74,-0.065715,0.112232,0.449032,0.711213,67,1403,50.7,22,2.4301,0,M,No
177,5,1,-0.303282,51.601912,248.39,0.118814,0.047808,0.518349,0.889908,67,708,51.2,22,2.4431,0,M,No
176,5,1,-0.303202,51.601933,246.83,-0.144724,0.19419,0.40897,0.62528,67,750,51.5,22,2.4565,12.693,M,No
175,5,1,-0.303108,51.601957,248.29,0.085374,0.051682,0.441182,0.889908,67,999,51.7,28,2.4697,12.693,M,No
174,5,1,-0.303003,51.601985,248.66,0.108591,0.023344,0.491947,0.892763,67,1173,51.7,29,2.4834,12.693,M,No
173,5,1,-0.302893,51.602015,250.31,0.000929,0.050765,0.48318,0.77472,67,870,51.9,29,2.4974,26.5727,M,No
172,5,1,-0.302783,51.602042,250.22,-0.116312,0.075127,0.443221,0.660449,67,766,51.8,28,2.511,26.5727,M,No
163,4,1,-0.293045,51.594825,13.99,0.03629,0.075127,-0.069215,0.930887,187,601,101,8,2.516,0,M,No
171,5,1,-0.302673,51.602068,249.44,0.058206,0.066361,0.456881,0.851784,67,797,51.5,28,2.5251,26.5727,M,No
162,4,1,-0.293062,51.59479,21.57,-0.075221,0.01947,-0.132722,0.814679,187,596,100.1,12,2.531,0,M,No
170,5,1,-0.302567,51.602093,246.92,-0.042181,-0.027319,0.49684,0.718043,67,1301,51.4,28,2.5392,31.2559,M,No
161,4,1,-0.293087,51.594757,24.71,-0.068617,-0.046789,0.109276,0.823445,187,661,99.2,14,2.5461,0,M,No
169,5,1,-0.30247,51.60212,246.35,0.109514,0.027319,0.533028,0.872273,67,1293,51.7,25,2.5538,0,M,No
160,4,1,-0.293117,51.594725,27.94,0.007214,0.036086,-0.038022,0.905505,187,729,98.4,16,2.5611,0,M,No
168,5,1,-0.302375,51.602147,248.58,0.065517,-0.096636,0.607136,0.769827,67,1119,52,25,2.5682,0,M,No
159,4,1,-0.293157,51.594685,28.87,0.040364,0.009684,-0.025382,0.939653,187,807,97.6,19,2.5769,14.7235,M,No
167,5,1,-0.302282,51.602172,252.52,0.203495,-0.250866,0.474414,0.976758,67,835,52.8,25,2.5822,0,M,No
158,4,1,-0.2932,51.594642,31.88,0.002599,0.009684,-0.056575,0.900612,187,847,96.7,20,2.5911,14.7235,M,No
166,5,1,-0.302183,51.602195,254.8,0.101291,0.053619,0.466565,0.895719,67,841,52.6,26,2.5973,38.7305,M,No
157,4,1,-0.29325,51.594598,29.9,0.001693,-0.020489,-0.070234,0.898675,187,1362,96,21,2.607,14.7235,M,No
165,5,1,-0.302077,51.602218,257.11,0.035769,0.062385,0.446075,0.832314,67,1071,53.4,27,2.6117,38.7305,M,No
156,4,1,-0.29329,51.594553,29.92,-0.00886,-0.072171,-0.090724,0.883996,187,1510,95.6,21,2.6239,42.9194,M,No
164,5,1,-0.301967,51.602237,260.84,-0.114289,0.055556,0.42263,0.676045,67,867,54.3,29,2.6276,38.7305,M,No
155,4,1,-0.293328,51.594503,29.25,0.036829,-0.095617,-0.017533,0.931906,187,1470,95.2,19,2.6394,42.4603,M,No
163,5,1,-0.301852,51.602255,262.53,0.010891,0.00683,0.539857,0.75423,67,1447,53.1,28,2.6425,18.8444,M,No
435,5,1,-0.299263,51.588752,24.32,0.02725,-0.056575,0.534964,0.77472,77,595,44.3,0,2.6505,0,M,No
154,4,1,-0.293365,51.594463,26.35,0.025006,-0.162997,-0.024363,0.911315,187,1611,94.9,15,2.6565,0,M,No
162,5,1,-0.301757,51.602252,262.96,0.090062,0.018451,0.562283,0.833231,67,1355,51.9,27,2.6589,20.3545,M,No
153,4,1,-0.2934,51.59443,25.15,-0.012515,-0.01947,-0.002854,0.886952,187,884,94.1,13,2.6728,0,M,No
161,5,1,-0.301612,51.602218,259.59,0.183959,0.199083,0.507645,0.950459,67,1311,43.1,26,2.6736,20.3545,M,No
152,4,1,-0.293438,51.594385,25.74,-0.125376,-0.079001,-0.002854,0.770744,187,642,93.4,15,2.6896,0,M,No
160,5,1,-0.301505,51.602227,258.17,0.368259,-0.046789,0.625688,1.115392,67,1130,42.8,25,2.6904,0,M,No
159,5,1,-0.3014,51.602243,255.82,-0.037824,0.256677,0.47737,0.694597,66,1058,42.6,26,2.7061,12.701,M,No
151,4,1,-0.293483,51.594337,25.73,-0.011341,0.047808,-0.020489,0.886952,187,683,92.9,19,2.7073,0,M,No
158,5,1,-0.301293,51.602262,254.35,0.029285,0.145362,0.530071,0.769827,66,1158,42.2,26,2.7227,12.701,M,No
150,4,1,-0.293532,51.594283,29.08,0.0381,0.041896,0.020489,0.936697,187,874,92.3,22,2.7241,0,M,No
157,5,1,-0.301188,51.602277,256.13,-0.039599,0.091743,0.574924,0.663405,66,1360,41.7,26,2.7395,12.701,M,No
149,4,1,-0.293588,51.594228,30.37,-0.006428,0.024363,-0.018451,0.892762,187,1049,91.6,26,2.7429,0,M,No
156,5,1,-0.301088,51.60229,259.82,-0.071543,0.136595,0.54475,0.63894,66,1340,41.3,25,2.7563,19.4432,M,No
148,4,1,-0.293652,51.59417,32.27,0.052732,0.018451,-0.041896,0.951376,187,1181,90.8,29,2.7603,44.4858,M,No
155,5,1,-0.30099,51.602303,260.89,-0.022194,0.178593,0.521305,0.707339,66,1324,41,25,2.7718,19.4432,M,No
147,4,1,-0.29372,51.594105,34.64,-0.08002,-0.038022,-0.047808,0.817635,187,1253,90,31,2.7787,44.4858,M,No
154,5,1,-0.300897,51.60231,259.86,-0.011543,0.104383,0.539857,0.720999,66,1267,40.6,24,2.7889,0,M,No
146,4,1,-0.293792,51.594043,33.43,0.085595,-0.08002,-0.059531,0.980632,187,1404,89.2,31,2.7964,44.4858,M,No
153,5,1,-0.300793,51.602313,258.69,0.356914,-0.094597,0.661876,1.080224,66,775,40.2,25,2.8068,23.6895,M,No
145,4,1,-0.293853,51.593985,33.1,0.041341,-0.074108,-0.036086,0.937717,187,1421,88.4,30,2.8141,41.8749,M,No
152,5,1,-0.300683,51.602323,259.38,0.051022,0.270336,0.395311,0.835168,66,1023,39.9,27,2.825,23.6895,M,No
144,4,1,-0.293915,51.593927,33.12,-0.056155,-0.116106,0.017533,0.836188,187,1472,87.5,28,2.8327,36.2001,M,No
151,5,1,-0.300568,51.602338,260.99,-0.055283,0.204995,0.256677,0.785423,66,1175,39.5,29,2.8419,23.6895,M,No
143,4,1,-0.293972,51.593872,32.53,-0.09171,-0.147401,-0.036086,0.795209,189,1468,86.7,26,2.8515,43.3535,M,No
150,5,1,-0.300448,51.602348,261.28,0.053247,0.072171,0.413863,0.865443,66,1385,39.2,31,2.8606,20.2363,M,No
1,5,2,-0.299258,51.588762,24.32,0.031615,-0.00581,0.499796,0.802039,77,599,44.3,0,2.8666,0,M,No
142,4,1,-0.294025,51.593822,29.19,0.013713,-0.109276,-0.00581,0.907441,189,1766,85.9,24,2.8706,51.9128,M,No
149,5,1,-0.300327,51.602358,259.91,0.031991,0.074108,0.433435,0.833231,66,1364,38.8,30,2.8782,39.4584,M,No
141,4,1,-0.294073,51.593778,27.13,0.018732,-0.147401,0.090724,0.903568,189,1700,85.1,21,2.8913,0,M,No
148,5,1,-0.30021,51.602372,258.58,-0.060758,0.130785,0.534964,0.660449,66,1316,38.6,29,2.897,39.4584,M,No
164,4,1,-0.293033,51.59486,7.21,-0.021569,-0.080938,-0.032212,0.87421,187,651,101.7,4,2.9021,0,M,No
140,4,1,-0.294117,51.593742,25.37,-0.331652,-0.020489,0.01264,0.567686,189,1345,84.4,18,2.9102,0,M,No
147,5,1,-0.300095,51.602385,256.88,-0.019877,0.112232,0.549541,0.703364,66,1312,38.3,27,2.9158,24.3654,M,No
139,4,1,-0.294163,51.593695,26.86,-0.055299,-0.01947,-0.046789,0.843017,189,635,83.6,19,2.9298,0,M,No
146,5,1,-0.299987,51.6024,253.75,-0.014243,0.10051,0.497859,0.744444,66,1436,37.9,25,2.9351,17.6513,M,No
176,4,1,-0.293367,51.59518,328,0.028923,0.036086,0.003874,0.927931,187,585,113,7,2.9509,0,M,No
138,4,1,-0.29421,51.593643,27.27,-0.005559,-0.01366,-0.049745,0.892762,189,750,82.9,21,2.952,0,M,No
145,5,1,-0.29989,51.602417,252.48,0.045881,0.159123,0.457798,0.826402,66,1436,37.7,25,2.9543,17.6513,M,No
175,4,1,-0.293338,51.595162,326.83,0.014697,0.034149,0.029256,0.913354,187,602,111.9,9,2.9667,0,M,No
137,4,1,-0.294262,51.593592,27.55,0.092757,0.007747,0.001937,0.992355,189,912,82.3,22,2.9727,32.3433,M,No
144,5,1,-0.2998,51.602435,251.32,-0.068905,0.19419,0.418756,0.708257,65,1262,37.5,23,2.9738,0,M,No
174,4,1,-0.293307,51.595135,320.71,0.001387,0.041896,0.054638,0.898675,187,587,110.8,12,2.9828,0,M,No
136,4,1,-0.294313,51.593532,27.89,0.107018,0.044852,-0.060449,1.004077,189,953,81.7,25,2.9928,32.3433,M,No
143,5,1,-0.29971,51.602455,250.38,0.12305,0.085831,0.493986,0.904485,65,1262,37.1,23,2.9935,0,M,No
173,4,1,-0.293267,51.595107,316.74,0.066923,0.01264,0.055556,0.965036,187,625,109.6,14,2.9999,21.0483,M,No
135,4,1,-0.294365,51.593462,32.73,0.08424,0.045872,-0.082977,0.979715,189,1149,81.1,28,3.0131,32.3433,M,No
142,5,1,-0.299622,51.602477,255.58,0.171252,0.241081,0.302548,1.005097,65,930,36.8,24,3.0134,0,M,No
172,4,1,-0.293217,51.595083,315.08,-0.031542,-0.027319,-0.049745,0.866463,187,713,108.5,17,3.0179,21.0483,M,No
141,5,1,-0.299525,51.602495,255.23,-0.195771,0.191335,0.367074,0.589195,65,930,36.4,28,3.0326,41.5483,M,No
171,4,1,-0.293163,51.595062,315.63,-0.000345,-0.020489,-0.029256,0.898675,187,967,107.3,20,3.0349,21.0483,M,No
134,4,1,-0.294423,51.593402,33.66,0.023445,-0.051682,-0.073191,0.919164,189,1263,80.4,28,3.0359,32.3433,M,No
170,4,1,-0.293105,51.595038,321.32,0.011784,-0.095617,-0.081957,0.903568,187,1341,106.1,19,3.0504,41.4476,M,No
140,5,1,-0.299425,51.60251,254.34,-0.110482,0.036086,0.370948,0.707339,65,1081,36.1,28,3.0536,41.5483,M,No
133,4,1,-0.294477,51.593342,35.01,-0.022188,-0.150255,-0.050765,0.864526,189,1702,79.6,26,3.0577,56.5706,M,No
169,4,1,-0.293065,51.595012,329.19,-0.00739,-0.162997,-0.094597,0.87421,187,1506,105.3,18,3.0681,25.6642,M,No
2,5,2,-0.299257,51.588768,24.32,-0.003029,-0.025382,0.504689,0.759021,77,602,44,0,3.069,0,M,No
139,5,1,-0.299318,51.602527,253.91,0.038194,0.044852,0.4158,0.849847,65,1293,35.7,31,3.0744,41.5483,M,No
132,4,1,-0.29453,51.593293,29.44,-0.093838,-0.045872,-0.069215,0.802039,189,1794,78.9,25,3.0801,35.6605,M,No
168,4,1,-0.293032,51.594983,336.99,0.017512,-0.162997,-0.103466,0.898675,187,1732,104.2,15,3.0864,28.6641,M,No
138,5,1,-0.29921,51.602547,254.75,0.036673,0.09949,0.424669,0.840061,65,1434,35.4,33,3.0958,41.5483,M,No
131,4,1,-0.294573,51.593242,27.55,-0.077611,-0.24893,-0.049745,0.786442,189,1906,78.3,21,3.1017,0,M,No
167,4,1,-0.293012,51.594957,356.76,0.001042,-0.186442,-0.163914,0.869419,187,1549,103.5,12,3.1038,28.6641,M,No
137,5,1,-0.299095,51.602567,252.36,0.033641,0.040979,0.465647,0.821509,65,1434,35.2,33,3.1173,41.5483,M,No
166,4,1,-0.293013,51.594927,6.45,-0.000369,-0.135678,-0.078084,0.886952,187,1178,102.8,8,3.1231,6.9766,M,No
130,4,1,-0.294612,51.593195,29.8,0.033011,0.000917,-0.060449,0.930887,189,771,77.6,19,3.1238,30.4776,M,No
136,5,1,-0.298983,51.602588,251.88,0.105844,0.184506,0.507645,0.864526,65,1471,35,31,3.1388,53.7997,M,No
165,4,1,-0.293025,51.594897,7.31,0.035435,-0.065341,-0.111213,0.927013,187,951,102.3,8,3.1397,20.0873,M,No
129,4,1,-0.294655,51.593147,32.89,0.012628,0.01947,-0.074108,0.909378,189,1027,77,22,3.1468,30.4776,M,No
177,4,1,-0.293373,51.595197,340.6,-0.002375,0.027319,-0.048726,0.895719,187,576,113.8,5,3.1484,0,M,No
135,5,1,-0.29887,51.602613,248.64,-0.03638,0.111213,0.48318,0.725892,65,1642,34.7,29,3.1608,26.5279,M,No
128,4,1,-0.294702,51.593098,33.71,-0.071675,-0.072171,-0.070234,0.822528,189,1491,76.4,23,3.1706,30.4776,M,No
134,5,1,-0.298767,51.602642,250.1,0.150612,0.034149,0.559327,0.904485,65,1586,34.5,27,3.1814,26.5279,M,No
127,4,1,-0.294747,51.593055,34.35,-0.026796,-0.111213,0.007747,0.866463,189,1536,75.8,23,3.1942,50.2882,M,No
133,5,1,-0.29867,51.602662,251.13,0.037651,0.103466,0.54475,0.776657,64,1412,34.3,25,3.2054,0,M,No
126,4,1,-0.29479,51.593008,34.92,0.057545,-0.125892,-0.067278,0.947502,189,1658,75.2,21,3.2187,50.2882,M,No
132,5,1,-0.298577,51.602682,250.01,0.027924,0.08002,0.530071,0.776657,64,1247,34.1,24,3.2284,26.0668,M,No
125,4,1,-0.294827,51.592975,31.82,0.265788,-0.142508,-0.084913,1.154434,190,1547,74.6,17,3.2429,11.254,M,No
131,5,1,-0.298483,51.6027,245.33,-0.412656,0.252803,0.217635,0.38318,64,962,34,26,3.2517,26.0668,M,No
124,4,1,-0.294857,51.592942,26.64,-0.158851,-0.142508,-0.097554,0.722936,190,1141,73.7,16,3.2679,7.6695,M,No
130,5,1,-0.298383,51.602725,245.26,0.057233,0.097554,0.504689,0.823445,64,1177,33.8,27,3.2753,26.0668,M,No
3,5,2,-0.299257,51.588772,24.32,0.011583,-0.01366,0.522222,0.765851,77,0,43.9,0,3.2778,0,M,No
123,4,1,-0.294888,51.592903,30.27,0.03128,-0.008767,-0.002854,0.930887,190,998,73.1,17,3.2934,7.6695,M,No
129,5,1,-0.298277,51.602755,248.43,0.049775,-0.095617,0.530989,0.800102,64,1177,33.4,27,3.2978,26.0668,M,No
29,5,1,-0.293022,51.594638,6.28,-0.014617,-0.059531,0.513456,0.738532,53,573,27.1,5,3.3136,0,M,No
122,4,1,-0.294922,51.592872,30.72,0.021998,-0.051682,-0.091743,0.916208,190,1187,72.6,17,3.3186,0,M,No
128,5,1,-0.298172,51.602782,248.24,-0.014626,0.241081,0.469521,0.731702,64,1634,33.1,27,3.323,43.9005,M,No
121,4,1,-0.294958,51.592837,29.4,-0.027661,-0.049745,-0.146381,0.859633,190,1187,72.1,17,3.3449,0,M,No
127,5,1,-0.298073,51.602805,247.98,0.101991,-0.010703,0.626707,0.805912,64,1737,32.8,25,3.3466,43.9005,M,No
126,5,1,-0.297988,51.602823,247.95,-0.011814,-0.075127,0.693068,0.599898,64,1667,32.4,22,3.3711,77.1879,M,No
120,4,1,-0.294995,51.5928,25.38,0.020082,-0.102446,0.111213,0.908461,190,1221,71.5,16,3.3716,0,M,No
125,5,1,-0.297927,51.602833,247.17,-0.005151,0.107339,0.597452,0.687768,64,1959,32.2,16,3.398,30.5317,M,No
119,4,1,-0.295023,51.592765,19.73,0.021076,-0.031193,0.110296,0.914271,190,925,70.7,15,3.3986,0,M,No
124,5,1,-0.297888,51.602862,308.93,-0.005891,-0.080938,0.57105,0.709276,64,1672,31.9,12,3.4241,6.301,M,No
118,4,1,-0.29505,51.592718,21.58,0.022926,0.021407,0.092661,0.918145,190,605,69.9,17,3.4249,0,M,No
123,5,1,-0.297843,51.602853,313.45,0.040419,0.044852,0.40316,0.857696,64,1126,31.9,10,3.4495,0,M,No
117,4,1,-0.295077,51.592668,30.55,-0.160048,-0.001937,-0.216718,0.711213,190,647,69.3,19,3.4528,0,M,No
122,5,1,-0.297808,51.602848,331.88,0.261797,-0.290826,0.431498,1.049032,64,597,31.7,12,3.4779,0,M,No
116,4,1,-0.295117,51.59262,32.8,-0.046158,-0.031193,-0.137615,0.843017,190,712,68.5,21,3.4812,0,M,No
4,5,2,-0.299257,51.588775,24.32,-0.007124,0.002854,0.498777,0.758104,77,0,44,0,3.496,0,M,No
121,5,1,-0.29778,51.602823,341.49,0.353181,-0.127829,0.219572,1.228644,64,740,31.5,21,3.5071,0,M,No
115,4,1,-0.295163,51.592573,34.95,-0.000254,-0.020489,-0.032212,0.898675,190,1028,67.8,22,3.5096,0,M,No
120,5,1,-0.297745,51.6028,343.03,0.074812,0.063405,0.357288,0.911315,64,930,31.4,30,3.5344,0,M,No
114,4,1,-0.295217,51.592527,32,-0.06593,-0.028236,-0.074108,0.830377,190,793,67.2,22,3.5386,20.29,M,No
119,5,1,-0.2977,51.602708,340.09,-0.062757,0.053619,0.341692,0.770744,64,1002,31.2,34,3.5609,0,M,No
113,4,1,-0.295267,51.592478,31.57,0.003783,-0.045872,0.039042,0.901631,189,984,66.5,24,3.5683,20.29,M,No
118,5,1,-0.297638,51.602617,338.16,-0.569311,0.098573,0.351376,0.12844,64,951,31.2,45,3.5903,0,M,No
112,4,1,-0.295318,51.592423,28.98,0.029323,-0.039959,-0.023344,0.927931,189,1193,65.8,25,3.5987,20.29,M,No
117,5,1,-0.297567,51.602513,338.87,-0.079024,0.077064,0.32212,0.759021,64,1005,31.2,48,3.6194,0,M,No
111,4,1,-0.295365,51.592362,26.94,0.02926,-0.060449,0.015596,0.927013,189,1575,65.1,24,3.6303,31.0851,M,No
116,5,1,-0.297492,51.602397,340.05,-0.053069,0.132722,0.39633,0.749337,64,1116,31.3,53,3.6481,0,M,No
110,4,1,-0.295403,51.592308,21.68,0.319461,-0.015596,-0.050765,1.217941,189,1501,64.5,22,3.6612,31.3583,M,No
178,4,1,-0.293373,51.595215,350.44,-0.007659,0.00683,-0.047808,0.890826,187,589,114.4,2,3.6718,0,M,No
115,5,1,-0.297415,51.602275,341.02,0.071244,-0.015596,0.456881,0.8684,64,1140,31.4,54,3.678,0,M,No
109,4,1,-0.29543,51.592257,16.2,0.045999,-0.115189,0.073191,0.936697,189,1430,63.9,21,3.6921,26.5729,M,No
5,5,2,-0.299257,51.588773,24.32,0.021119,-0.064424,0.527115,0.771764,77,0,44.2,0,3.7032,0,M,No
114,5,1,-0.297342,51.602148,341.52,0.126455,0.065341,0.474414,0.919164,64,1147,31.7,55,3.7073,0,M,No
